Título,Tipo Documento,Autores,Año,Fuente,Resumen,Enlace,PDF,Citas,Enlaces Relacionados,Idioma,Facultad,Institución,Timestamp
El desarrollo de la demostración y la refutación: aplicación en laUniversidad de La Habana,Artículo,"D Travieso Valdés,A Hernández Díaz… - EduSol, 2022 - scielo.sld.cu",20,22 - scielo.sld.cu,"… Un aporte adicional fueron los resultados de latesisdemaestríade la autora de estainvestigación Travieso (2013 ), donde se muestran las potencialidades del proceso de enseñanza-…",http://scielo.sld.cu/scielo.php?pid=S1729-80912022000200099&script=sci_arttext,,1,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:03
[CITAS][C]Metodología para el análisis de la fluctuación laboral del personal docente en laUniversidad de La Habana,Artículo,"Y Puebla - 2019 - … ,Universidad de La Habana, La …",20,"19 - … ,Universidad de La Habana, La …",,,,11,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:03
[CITAS][C]La gestión del patrimonio fotográfico en laUniversidad de La Habana,Artículo,A Batista - 2016 -Tesis doctoral).Universidad de La…,20,16 -Tesis doctoral).Universidad de La…,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:03
[HTML][HTML]La evaluación de impacto de la formación doctoral. Experiencia del CEPES de laUniversidad de La Habana,Artículo,"A López Domínguez, M García González… - Revista San …, 2023 - scielo.senescyt.gob.ec",20,23 - scielo.senescyt.gob.ec,… En la actualidad el CEPES es la única área autorizada por laUniversidaddeLaHabanapara el desarrollo de los programas dedoctoradoque otorgan títulos de Doctor en Ciencias …,http://scielo.senescyt.gob.ec/scielo.php?pid=S2528-79072023000200250&script=sci_arttext,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:03
Diagnóstico de las competencias informacionales en Ciencias de la Información desde la percepción del estudiante de laUniversidad de la Habana,Artículo,"M Sánchez Díaz - Investigación bibliotecológica, 2015 - scielo.org.mx",20,15 - scielo.org.mx,"… y la autoeficacia en cuanto a las competencias relacionadas con la información de losestudiantes de la titulación de Ciencias de la Información de laUniversidaddelaHabana, …",https://www.scielo.org.mx/scielo.php?pid=S0187-358X2015000300201&script=sci_abstract&tlng=pt,,54,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:03
[CITAS][C]Diagnóstico y transformaciones en la evaluación del aprendizaje: un estudio en la Facultad de Biología de laUniversidad de La Habana,Artículo,"A Gort - 2008 -tesisdedoctorado, Centro de …",20,"08 -tesisdedoctorado, Centro de …",,,,16,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:20:03
[PDF][PDF]TESISEN OPCIÓN AL TÍTULO DE LICENCIADO EN FÍSICA,Tesis,RG Rodríguez - fototeca.uh.cu,N/A,RG Rodríguez - fototeca.uh.cu,… Latesisestá compuesta por una introducción donde se explican algunas de las cuestionesrelevantes de los materiales y los motivos por los cuales se dispuso de ellos y de las …,https://fototeca.uh.cu/files/original/2194243/Gonzalez_Rodriguez_Roberto.pdf,,0,{},español,Facultad de Física,Universidad de La Habana,2025-06-06 20:20:07
[CITAS][C]Identidad genérico-profesional en mujeres académicas pioneras en suficiencia: Una experiencia en laUniversidad de La Habana,Artículo,"V GRASS - 2012 - … ,Universidad de La Habana, Ciudad …",20,"12 - … ,Universidad de La Habana, Ciudad …",,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:07
"[CITAS][C]… la producción científica centrada en el análisis del discurso, durante el período 2005-2014, en la Facultad de Comunicación de laUniversidad de La Habana",Artículo,"Y Vázquez - 2015 - … ,Universidad de la Habana",20,"15 - … ,Universidad de la Habana",,,,4,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:20:07
"[CITAS][C]La Metodologia en debate... La Habana:Universidad de La Habana, Marzo 2013",Artículo,Y Machado Perez - 2013 -Tesisen opcion al titulo de Master …,20,13 -Tesisen opcion al titulo de Master …,,,,2,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:20:07
"[CITAS][C]… de la presencia, presentación y organización de contenidos en los sitios web de gobierno de la Comunidad de Estados Latinoamericanos y Caribeños [Tesis…",Tesis,"R Baro -Universidad de La Habana, 2016",20,16,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:07
[CITAS][C]Diseño e implementación de una base de conocimiento de apoyo a la toma de decisiones en el juicio penal de República Dominicana [Tesis de Maestría],Tesis,"J Jaquez -Universidad de La Habana, 2011",20,11,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:07
[HTML][HTML]Los planes de estudio y el claustro de la Facultad de Farmacia en la RealUniversidad de La Habanaentre 1880 y 1898,Artículo,"P Marchante Castellanos… - Revista Cubana de …, 2009 - scielo.sld.cu",20,09 - scielo.sld.cu,"… for teaching organization inUniversityofHavana, initially, not … unatesiselaborada por elgraduando sobre un punto doctrinal o de investigación práctica elegido libremente. Latesisse …",http://scielo.sld.cu/scielo.php?pid=S0034-75152009000100012&script=sci_arttext,,8,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:20:07
[CITAS][C]Valoración ética de profesionales y usuarios sobre la calidad y satisfacción de los servicios de Atención Primaria de Salud [tesis],Tesis,"M Scull Torres -Universidad de La Habana, 2009",20,09,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:07
[CITAS][C]La contabilidad y la actividad ambiental de la industria Ronera en Cuba: Caso estudio empresa mixta Havana Club International SA (Tesis de Maestría),Tesis,"M Albuerne Rizo -Universidad de La Habana, 2017",20,17,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:07
Estrategia de comunicación en redes sociales. Escenarios teórico prácticos para los medios de comunicación en Cuba| Communication Strategy in Social Networks …,Artículo,"JC de-la-Paz,ME Gómez-Masjuan… - Razón y …, 2016 - revistarazonypalabra.org",20,16 - revistarazonypalabra.org,"…TesisdeLicenciaturaen Publicidad y Relaciones Públicas, Universidad Autónoma de …TesisdeLicenciaturaen Comunicación Social,UniversidaddeLaHabana, Facultad de …",https://revistarazonypalabra.org/index.php/ryp/article/view/69,,4,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:20:07
"[PDF][PDF]Historia del Centro de Investigaciones Marinas,Universidad de La Habana, 1970-2015. Parte II",Artículo,"AM Suárez,T García, M Ortiz - Revista de Investigaciones Marinas, 2017 - biblat.unam.mx",20,17 - biblat.unam.mx,"… tomar cursos ya realizar estudios dedoctorado. En 1976 se …tesisdemaestríay doctoradoen diversas instituciones extranjeras. En la década del 80, defendieron sustesisdemaestría…",https://biblat.unam.mx/hevila/Revistadeinvestigacionesmarinas/2017/vol37/no2/9.pdf,,2,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:20:11
[CITAS][C]Reconceptualización y propuesta modélica de la actividad informacional en el marco de las nuevas dinámicas sociales (Tesis doctoralno publicada),Tesis,"LM Reyes Ramírez -Universidad de La Habana, 2013",20,13,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:11
[CITAS][C]Diagnóstico de carga psíquica y satisfacción laboral en el personal docente de las escuelas primarias del Consejo Popular Colón [tesisde pre grado],Tesis,"A Merino -Universidad de La Habana, 2009",20,09,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:11
[CITAS][C]Sistema de gestión de calidad del proceso extensionista en laUniversidad de La Habana,Artículo,"O González, M González, N Barrios - 2016 - … . CEPES.Universidad de La Habana…",20,16 - … . CEPES.Universidad de La Habana…,,,,14,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:11
[CITAS][C]Propuesta de parámetros e indicadores de arquitectura de información para el estudio de sitios web periodísticos (Tesisde pregrado): Facultad de …,Tesis,"M Acosta -Universidad de La Habana, 2010",20,10,,,,5,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:11
[CITAS][C]Calidad de vida de niños y adolescentes con epilepsia [tesis],Tesis,"Y Rojas - … : Facultad de Psicología,Universidad de La Habana, 2011",20,11,,,,3,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:11
[HTML][HTML]Al abrigo del Alma Mater. Patrimonio cultural universitario: valores y experiencias de gestión desde laUniversidad de La Habana,Artículo,CF Torres - 2016 - dialnet.unirioja.es,20,16 - dialnet.unirioja.es,"… jurídica del patrimonio cultural de laUniversidaddeLaHabana», de la licenciada …Tesisde Diploma «Las artes decorativas en el patrimonio cultural de laUniversidaddeLaHabana…",https://dialnet.unirioja.es/servlet/tesis?codigo=55696,,7,{},español,Facultad de Artes y Letras,Universidad de La Habana,2025-06-06 20:20:11
"[CITAS][C]Cuba: desarrollo, estado de bienestar y política salarial [tesis]",Tesis,"B Nerey - … de Sociología,Universidad de la Habana, 2005",20,05,,,,5,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:20:11
[CITAS][C]El problema de encontrar un buen problema para mitesis.,Tesis,"DD Avila- Revista Cubana de Ciencias …, 2016 -Universidad de La Habana. Facultad …",20,16 -Universidad de La Habana. Facultad …,,,,2,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:20:11
[CITAS][C]Estrategia para la integración social de las personas transexuales en el contexto cubano [tesis doctoral],Tesis,"M Castro-Universidad de La Habana, 2015",20,15,,,,7,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:11
[CITAS][C]La formación por competencias laborales: proyecto de diseño curricular para el técnico en Farmacia Industrial (tesis doctoralinédita),Tesis,"E Cejas-Universidad de La Habana, 2005",20,05,,,,6,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]Integración curricular del “Área Razón y Fe” en la Universidad Politécnica Salesiana del Ecuador (Tesis doctoral),Tesis,"X Merchán Arizaga -Universidad de La Habana, 2017",20,17,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]El aprendizaje formativo: una opción para el crecimiento personal en el proceso de enseñanza–aprendizaje (tesis doctoral),Tesis,"R Bermúdez -Universidad de la Habana, 2010",20,10,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]Metodología para la autoevaluación de la calidad de los programas virtuales de maestría en Cuba [Tesis doctoral],Tesis,"F Ramos Azcuy -Universidad de La Habana, 2022",20,22,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]Consistencias internas de una escala para medir clima organizacional [tesis],Tesis,"M Martínez-Universidad de La Habana, 2000",20,00,,,,9,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]Alfabetización y comportamiento informacional: Estudio de caso (Tesis de licenciaturano publicada),Tesis,"Y Bárzagas -Universidad de La Habana, 2005",20,05,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:15
Diseño de un Sistema de Gestión de Información para la toma de decisiones estratégicas en el contexto empresarial,Artículo,"Y de Lyz Contreras-Díaz… - Anuario Facultad de …, 2021 - anuarioeco.uo.edu.cu",20,21 - anuarioeco.uo.edu.cu,El artículo tiene como objetivo elaborar un Sistema de Gestión de Información (SGI) para latoma de decisiones estratégicas en el contexto del sistema empresarial cubano actual. Se …,https://anuarioeco.uo.edu.cu/index.php/aeco/article/view/5186,,10,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]Presupuestos teóricos para el redimensionamiento constitucional de la cooperativa en Cuba [Doctoradoen Ciencias Jurídicas],Artículo,"O Rodríguez Musa-Universidad de La Habana, 2016",20,16,,,,9,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]Concepción integral para un sistema de protección del consumidor en Cuba [Doctorado],Artículo,"AD Hernández Ruiz -Universidad de La Habana, 2002",20,02,,,,7,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]Las Artes Decorativas en el patrimonio cultural de laUniversidad de La Habana,Artículo,"Y Torres Cordero - Propuestas en torno a su gestión.Tesisen opción al …, 2013",20,13,,,,3,{},inglés,Facultad de Artes y Letras,Universidad de La Habana,2025-06-06 20:20:15
[CITAS][C]… a la formación científicometodológica del profesor de Derecho de las Sedes Universitarias Municipales de la provincia Granma.Universidad de La Habana…,Artículo,LÁ González Dalmau - 2008 -Tesisen opción al título académico …,20,08 -Tesisen opción al título académico …,,,,3,{},español,Facultad de Derecho,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]El riesgo de desastres: una reflexión filosófica (tesis doctoral),Tesis,"C Almaguer -Universidad de la Habana, 2008",20,08,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]Obtención de (1-4)-α-D-Oligogalacturónidos bioactivos a partir de los subproductos de la industria citrícola [Tesis doctoral],Tesis,"JC Cabrera -Universidad de La Habana, 2000",20,00,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]Obtención y caracterización de anticuerpos monoclonales contra la tripsina humana [tesis],Tesis,"I Stable -Universidad de la Habana, 2016",20,16,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]Eliminación de zonas especulares en imágenes de colposcoía utilizando Factorizaciones Matriciales No-negativas [Tesisde Diploma],Tesis,"D Gómez -Universidad de La Habana, 2018",20,18,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]Tesis de Maestría,Tesis,Y Almeida - 2009 -Universidad de La Habana,20,09 -Universidad de La Habana,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]La familia: Desde lo tradicional a lo discutible (tesisde maestria),Tesis,"M Benítez -Universidad de La Habana, 2017",20,17,,,,2,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]Modelo para la gestión de recursos de información en laUniversidad de La Habana,Artículo,NM Barrios - 2001 - … Habana:Universidad de La Habana,20,01 - … Habana:Universidad de La Habana,,,,7,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]… estrategias para la mejora de habilidades directivas con enfoque de liderazgo en los dirigentes de la Facultad de Turismo de laUniversidad de La Habana,Artículo,"C Pedraza - 2018 - …doctoral,Universidad de La Habana…",20,"18 - …doctoral,Universidad de La Habana…",,,,4,{},inglés,Facultad de Turismo,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]Algo más que soñar. Un acercamiento al lenguaje periodístico de la revista Somos Jóvenes durante su primer quinquenio de publicación (1977-1982),Artículo,R Amaro Pérez - 2011 - …de La Habana.Tesis de Licenciatura,20,11 - …de La Habana.Tesis de Licenciatura,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:19
[CITAS][C]Dimensión ambiental: la cara oculta de la educación superior en Cuba. El reto de la ambientalización en laUniversidad de La Habana,Artículo,G Ezquerra - 2014 - … .Universidad de La Habana…,20,14 - … .Universidad de La Habana…,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:26
[CITAS][C]Proyecto de vida y valores en estudiantes de la Licenciatura en Biología de laUniversidad de La Habana. 2011,Artículo,"B ORTET GONZÁLES - 2011 - … ,Universidad de la Habana, La …",20,"11 - … ,Universidad de la Habana, La …",,,,2,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:20:26
La permanencia del personal académico en las instituciones de educación superior: ejes de reflexión,Artículo,"AVC Noda,JLA Rivero- Revista Cubana de Educación Superior, 2022 - revistas.uh.cu",20,22 - revistas.uh.cu,"… docente en laUniversidaddeLaHabana[TesisdeDoctorado,UniversidaddeLaHabana].… para el Perfeccionamiento de la Educación Superior (CEPES),UniversidaddeLaHabana…",https://revistas.uh.cu/rces/article/view/2675,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:26
[CITAS][C]Proyectos futuros y Situación Social del Desarrollo de un grupo de jóvenes alcohólicos: un estudio realizado en el Programa de Alcohólicos Anónimos [tesis…,Tesis,"Y Contreras - … : Facultad de Psicología.Universidad de La Habana, 2013",20,13,,,,12,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:26
[CITAS][C]Modelo y metodología AOpara el mejor desempeño de una organización deficiencia e innovación (tesisdedoctoradoinédita),Tesis,"Y Stable Rodríguez - … y Ciencias Aplicadas,Universidad de La Habana, 2012",20,12,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:26
"[CITAS][C]Remesas, Familia y Mujer en la década de los 90: Aproximación a una relación (tesis de Maestría)",Tesis,"E Fresneda - … de Sociología,Universidad de La Habana, 2007",20,07,,,,4,{},español,"Facultad de Filosofía, Historia y Sociología",Universidad de La Habana,2025-06-06 20:20:26
[CITAS][C]… que determinan el rendimiento de pacientes afásicos en pruebas para la exploración de funciones del Sistema de Control Atencional [Tesis de Maestría],Tesis,"E Omar- … Facultad de Psicología de laUniversidad de la Habana, 2011",20,11,,,,3,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:26
[CITAS][C]Proyectos profesionales y motivos de elección de las temáticas abordadas en las obras de un grupo de jóvenes realizadores de audiovisuales [tesisde …,Tesis,"S Reyes - … : Facultad de Psicología.Universidad de La Habana, 2014",20,14,,,,8,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:26
[CITAS][C]… Jóvenes Trabajadores Sociales que continúan estudios universitarios en el Modelo Pedagógico de la Universalización de la Universidad [tesis de maestría],Tesis,"N Garbizo Flores - … de Psicología de laUniversidad de La Habana, 2004",20,04,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:26
[CITAS][C]Programa para el autocontrol emocional de pacientes con hipertensión arterial [tesis doctoral],Tesis,"O Molerio - … : Facultad de PsicologíaUniversidad de La Habana, 2004",20,04,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:26
[CITAS][C]Propagación in vitro de genotipos cubanos de ajo (Allium sativum L.).Tesis de Maestría. La Habana: Facultad de Biología,Tesis,H Izquierdo - 2000 -Universidad de La HabanaLa …,20,00 -Universidad de La HabanaLa …,,,,2,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]… integrado y estandarizado para producir queso fresco artesanal con máximo aprovechamiento de componentes de la leche [Tesispresentada en opción al …,Tesis,"NR Villegas -Universidad de La Habana, 2017",20,17,,,,7,{},español,Facultad de Artes y Letras,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]… de la esfera motivacional de jóvenes que abandonan la carrera de Psicología en el Modelo Pedagógico de Universalización de la Enseñanza [tesisde …,Tesis,"T Martínez - … : Facultad de Psicología.Universidad de La Habana, 2009",20,09,,,,6,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]… de los proyectos profesionales y familiares en estudiantes de Psicología del Modelo de continuidad de estudios en la Educación Superior [tesisde Diploma],Tesis,"M Rodríguez, Y Alfonso - … : Facultad de Psicología.Universidad de La Habana, 2002",20,02,,,,5,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]El vínculo de apego conyugal en parejas que inician la parentalidad [tesisde diploma],Tesis,"AA López- … : Facultad de Psicología,Universidad de La Habana, 2015",20,15,,,,4,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]La gestión del patrimonio fotográfico en laUniversidad de La Habana[en línea],Artículo,AN BATISTA DELGADO - 2016 -Tesis doctoral. Universidad de …,20,16 -Tesis doctoral. Universidad de …,,,,3,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]Validación del sistema UMELISA HBsAg PLUS utilizando muestras de suero de cordón umbilical [Tesisen opción al título de Máster en Ciencias],Tesis,"K Romero - … : Facultad de Biología,Universidad de La Habana, 2008",20,08,,,,3,{},español,Facultad de Biología,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]Relaciones de apego e intimidad psicológica en el marco de las relaciones de pareja [tesisde diploma],Tesis,"M Morera - … : Facultad de Psicología,Universidad de La Habana, 2007",20,07,,,,3,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]Factores psicosociales que determinan la inserción del alcohólico joven en el proceso de rehabilitación [Tesisde Diploma],Tesis,"Y Boza, J Quiñones - … : Facultad de Psicología.Universidad de La Habana, 2001",20,01,,,,3,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]Memorias de tiza y tinta. Proyecto de libro de entrevistas sobre la formación en Periodismo en laUniversidad de La Habanadesde 1965 hasta 1991,Artículo,L López - 2015 - … .Universidad de La Habana,20,15 - … .Universidad de La Habana,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:31
[CITAS][C]Identidad y marginación en homosexuales [tesis de Maestría],Tesis,"A Suástegui Campos - … : Facultad de Psicología.Universidad de La Habana, 2015",20,15,,,,5,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:39
[CITAS][C]Proyectos futuros y utilización del tiempo en jóvenes estudiantes universitarios [tesis],Tesis,"Y Hernández Rodríguez - … de Psicología de laUniversidad de La Habana, 2006",20,06,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:39
[CITAS][C]La Gestión del Potencial Humano en las Organizaciones. Una propuesta metodológica desde la Psicología (Tesisen opción al grado de Doctora en Ciencias …,Tesis,M Diaz - 2004 - … de laUniversidad de La Habana,20,04 - … de laUniversidad de La Habana,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:39
[CITAS][C]Formación de una comisión para la evaluación de la calidad sensorial del café elaborado en la Torrefactora del Este (tesisde grado,Tesis,"S Hurtado - … de Farmacia y Alimentos,Universidad de La Habana, 2012",20,12,,,,2,{},español,Facultad de Farmacia y Alimentos,Universidad de La Habana,2025-06-06 20:20:39
"[CITAS][C]… la efectividad de la formación de posgrado de los docentes en los Institutos Superiores Tecnológicos de la Ciudad de Riobamba, Ecuador [Tesisen opción al …",Tesis,"EE Orozco Inca -Universidad de La Habana, 2020",20,,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:39
[CITAS][C]… de variables e indicadores de calidad para el diseño informacional del Portal de Bibliotecología y Ciencias de la Información (Tesisde pregrado): Facultad …,Tesis,"D Acosta Álvarez -Universidad de La Habana, 2002",20,02,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:39
[CITAS][C]Proyectos futuros en jóvenes estudiantes de la Escuela Militar Superior “Comandante Arides Estévez Sánchez”[tesisde Diploma],Tesis,"AI Tamayo - … : Facultad de Psicología.Universidad de La Habana, 2011",20,11,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:39
[CITAS][C]Proyectos futuros y «situación social del desarrollo» de un grupo de jóvenes trabajadores estatales y cuentapropistas [tesis],Tesis,"AC Pantoja Morales - … de Psicología de laUniversidad de La Habana, 2014",20,14,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:39
[CITAS][C]Caracterización de los Proyectos de Vida de un grupo de jóvenes reclusos [tesisde Diploma],Tesis,"Y Estévez - … : Facultad de Psicología.Universidad de La Habana, 2008",20,08,,,,2,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:39
[CITAS][C]Estudio de la identidad barrial de los pobladores del barrio Buena Vista [Tesisde Diploma],Tesis,"M Rodríguez - … : Facultad de Psicología,Universidad de La Habana, 2011",20,11,,,,2,{},inglés,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:39
[PDF][PDF]Imaginarios de Género en Facebook: Estudio de caso en estudiantes de laUniversidad de La Habana.,Artículo,"AL Fernández, LEF Rius - Razón y Palabra, 2015 - redalyc.org",20,15 - redalyc.org,"… This Posts in this communicative space for 3 men and 3 women, students of the Facultyof Communication at theUniversityofHavana, achieving be instituted and instituting gender …",https://www.redalyc.org/pdf/1995/199543036019.pdf,,5,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:47
[CITAS][C]Proyectos profesionales y utilización del tiempo [tesisde Diploma],Tesis,"R Águila - … : Facultad de Psicología.Universidad de La Habana, 2005",20,05,,,,4,{},español,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:47
"[CITAS][C]Principales relaciones ecológicas del pez león (Pterois volitans/miles) en arrecifes de La Habana, Cuba (tesis de maestría)",Tesis,"RA García - … investigaciones marinas,Universidad de La Habana, 2015",20,15,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:47
[CITAS][C]Violencia intrafamiliar en adolescentes [tesisde diploma],Tesis,"Y Rodríguez Yero - … : Facultad de Psicología,Universidad de La Habana, 2003",20,03,,,,3,{},inglés,Facultad de Psicología,Universidad de La Habana,2025-06-06 20:20:47
"[CITAS][C]La provincia de Matanzas y Cuba: azúcar, población y poblamiento (1492-1981)(tesis de maestría)",Tesis,"ER San Marful - … Demográficos de laUniversidad de La Habana, Cuba, 2003",20,03,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:47
[CITAS][C]Extensión y calidad de la supervivencia [tesis],Tesis,"LM Gómez, EJC Albizu-Campos - … Facultad de Economía,Universidad de La Habana, 2003",20,03,,,,2,{},español,Facultad de Economía,Universidad de La Habana,2025-06-06 20:20:47
Gestión del conocimiento en las universidades: Comunicar en entornos digitales,Artículo,"VM González,AA Martínez… - InMediaciones de la …, 2020 - revistas.ort.edu.uy",20,revistas.ort.edu.uy,… Ha sido Jefa de Centro de Información y Biblioteca y docente en laUniversidaddeLaHabana…La comunicación del conocimiento en el géneroTesisde Lingüística: Comparación entre …,https://revistas.ort.edu.uy/inmediaciones-de-la-comunicacion/article/view/2957,,36,{},español,Facultad de Comunicación,Universidad de La Habana,2025-06-06 20:20:47
[CITAS][C]Notas para la elaboración del Proyecto e informe de laTesis de Maestría,Tesis,"ADAG RODRÍGUEZ, ANAV CASTELLANOS - 2000 -Universidad de la Habana",20,00 -Universidad de la Habana,,,,1,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:47
[CITAS][C]… metodológica de integración de procesos sustantivos universitarios: contribución de la extensión a la promoción de salud en laUniversidad de La Habana,Artículo,A Batista - 2016 - … Habana:Universidad de La Habana,20,16 - … Habana:Universidad de La Habana,,,,4,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:47
[CITAS][C]Estrategias para perfeccionar y diversificar las fuentes de financiamiento en laUniversidad de La Habana,Artículo,"A NARANJO - 2017 - …maestría,Universidad de La Habana…",20,"17 - …maestría,Universidad de La Habana…",,,,2,{},inglés,Desconocida,Universidad de La Habana,2025-06-06 20:20:47
"[CITAS][C]El abandono estudiantil en laUniversidad de La Habana: Un análisis desde las carreras de Matemática, Economía y Letras",Artículo,L Rodríguez - 2019 -Tesis de Maestría).Universidad de…,20,19 -Tesis de Maestría).Universidad de…,,,,2,{},español,Facultad de Economía,Universidad de La Habana,2025-06-06 20:20:53
[CITAS][C]Signos y Símbolos de laUniversidad de La Habana,Artículo,J Mariño Otero - 2005 -Tesis de Maestría).Universidad de…,20,05 -Tesis de Maestría).Universidad de…,,,,2,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:53
"[CITAS][C]Los salarios de eficiencia, una vía para accionar positivamente sobre la productividad del trabajo en Cuba",Artículo,"C González- 2008 - … ,Universidad de La Habana",20,"08 - … ,Universidad de La Habana",,,,13,{},español,Desconocida,Universidad de La Habana,2025-06-06 20:20:53
